Gemeindename,Gemeindeschlüssel,Stand in der KWP
Sailauf,9671150.0,Stand unbekannt
Schöllkrippen,9671152.0,Stand unbekannt
Sommerkahl,9671153.0,Stand unbekannt
Stockstadt a.Main,9671155.0,Stand unbekannt
Waldaschaff,9671156.0,Stand unbekannt
Weibersbrunn,9671157.0,Stand unbekannt
Westerngrund,9671159.0,Stand unbekannt
Dammbach,9671160.0,Stand unbekannt
Wiesen,9671162.0,Stand unbekannt
Aura a.d.Saale,9672111.0,Stand unbekannt
Bad Bocklet,9672112.0,Stand unbekannt
Burkardroth,9672117.0,Stand unbekannt
Elfershausen,9672121.0,Stand unbekannt
Maßbach,9672131.0,Stand unbekannt
Motten,9672134.0,Stand unbekannt
Oberleichtersbach,9672138.0,Stand unbekannt
Oberthulba,9672139.0,Stand unbekannt
Ramsthal,9672142.0,Stand unbekannt
Rannungen,9672143.0,Stand unbekannt
Riedenberg,9672145.0,Stand unbekannt
Schondra,9672149.0,Stand unbekannt
Sulzthal,9672155.0,Stand unbekannt
Thundorf i.UFr.,9672157.0,Stand unbekannt
Wartmannsroth,9672161.0,Stand unbekannt
Wildflecken,9672163.0,Stand unbekannt
Zeitlofs,9672166.0,Stand unbekannt
Aubstadt,9673113.0,Stand unbekannt
Bastheim,9673116.0,Stand unbekannt
Bischofsheim i.d.Rhön,9673117.0,Stand unbekannt
Fladungen,9673123.0,Stand unbekannt
Großbardorf,9673126.0,Stand unbekannt
Großeibstadt,9673127.0,Stand unbekannt
Hausen (Rhön),9673129.0,Stand unbekannt
Hendungen,9673130.0,Stand unbekannt
Herbstadt,9673131.0,Stand unbekannt
Heustreu,9673133.0,Stand unbekannt
Höchheim,9673134.0,Stand unbekannt
Hohenroth,9673135.0,Stand unbekannt
Hollstadt,9673136.0,Stand unbekannt
Bad Königshofen i.Grabfeld,9673141.0,Stand unbekannt
Mellrichstadt,9673142.0,Stand unbekannt
Niederlauer,9673146.0,Stand unbekannt
Nordheim v.d.Rhön,9673147.0,Stand unbekannt
Oberelsbach,9673149.0,Stand unbekannt
Oberstreu,9673151.0,Stand unbekannt
Ostheim v.d.Rhön,9673153.0,Stand unbekannt
Rödelmaier,9673156.0,Stand unbekannt
Saal a.d.Saale,9673160.0,Stand unbekannt
Salz (Unterfranken),9673161.0,Stand unbekannt
Schönau a.d.Brend,9673163.0,Stand unbekannt
Sondheim v.d.Rhön,9673167.0,Stand unbekannt
Stockheim (Unterfranken),9673170.0,Stand unbekannt
Strahlungen,9673171.0,Stand unbekannt
Sulzdorf a.d.Lederhecke,9673172.0,Stand unbekannt
Sulzfeld (im Grabfeld),9673173.0,Stand unbekannt
Trappstadt,9673174.0,Stand unbekannt
Willmars,9673182.0,Stand unbekannt
Wollbach,9673183.0,Stand unbekannt
Wülfershausen a.d.Saale,9673184.0,Stand unbekannt
Burglauer,9673186.0,Stand unbekannt
Ebern,9674130.0,Stand unbekannt
Knetzgau,9674163.0,Stand unbekannt
Königsberg i.Bay.,9674164.0,Stand unbekannt
Maroldsweisach,9674171.0,Stand unbekannt
Pfarrweisach,9674184.0,Stand unbekannt
Rauhenebrach,9674187.0,Stand unbekannt
Rentweinsdorf,9674190.0,Stand unbekannt
Abtswind,9675111.0,Stand unbekannt
Albertshofen,9675112.0,Stand unbekannt
Biebelried,9675113.0,Stand unbekannt
Buchbrunn,9675114.0,Stand unbekannt
Castell,9675116.0,Stand unbekannt
Geiselwind,9675127.0,Stand unbekannt
Großlangheim,9675131.0,Stand unbekannt
Kleinlangheim,9675142.0,Stand unbekannt
Mainbernheim,9675144.0,Stand unbekannt
Mainstockheim,9675146.0,Stand unbekannt
Marktbreit,9675147.0,Stand unbekannt
Markt Einersheim,9675148.0,Stand unbekannt
Marktsteft,9675149.0,Stand unbekannt
Martinsheim,9675150.0,Stand unbekannt
Nordheim a.Main,9675155.0,Stand unbekannt
Obernbreit,9675156.0,Stand unbekannt
Prichsenstadt,9675158.0,Stand unbekannt
Rödelsee,9675161.0,Stand unbekannt
Rüdenhausen,9675162.0,Stand unbekannt
Schwarzach a.Main,9675165.0,Stand unbekannt
Segnitz,9675166.0,Stand unbekannt
Seinsheim,9675167.0,Stand unbekannt
Sommerach,9675169.0,Stand unbekannt
Sulzfeld a.Main,9675170.0,Stand unbekannt
Wiesenbronn,9675177.0,Stand unbekannt
Wiesentheid,9675178.0,Stand unbekannt
Willanzheim,9675179.0,Stand unbekannt
Altenbuch,9676111.0,Stand unbekannt
Amorbach,9676112.0,Stand unbekannt
Bürgstadt,9676116.0,Stand unbekannt
Collenberg,9676117.0,Stand unbekannt
Dorfprozelten,9676118.0,Stand unbekannt
Eichenbühl,9676119.0,Stand unbekannt
Faulbach,9676124.0,Stand unbekannt
Großheubach,9676125.0,Stand unbekannt
Großwallstadt,9676126.0,Stand unbekannt
Hausen (bei Aschaffenburg),9676128.0,Stand unbekannt
Kirchzell,9676131.0,Stand unbekannt
Kleinwallstadt,9676133.0,Stand unbekannt
Klingenberg a.Main,9676134.0,Stand unbekannt
Laudenbach (Unterfranken),9676135.0,Stand unbekannt
Leidersbach,9676136.0,Stand unbekannt
Mömlingen,9676140.0,Stand unbekannt
Mönchberg,9676141.0,Stand unbekannt
Neunkirchen (Unterfranken),9676143.0,Stand unbekannt
Röllbach,9676151.0,Stand unbekannt
Rüdenau,9676153.0,Stand unbekannt
Schneeberg,9676156.0,Stand unbekannt
Stadtprozelten,9676158.0,Stand unbekannt
Sulzbach a.Main,9676160.0,Stand unbekannt
Wörth a.Main,9676169.0,Stand unbekannt
Arnstein,9677114.0,Stand unbekannt
Aura i.Sinngrund,9677116.0,Stand unbekannt
Birkenfeld (Unterfranken),9677119.0,Stand unbekannt
Bischbrunn,9677120.0,Stand unbekannt
Erlenbach b.Marktheidenfeld,9677125.0,Stand unbekannt
Fellen,9677128.0,Stand unbekannt
Gössenheim,9677132.0,Stand unbekannt
Hafenlohr,9677135.0,Stand unbekannt
Hasloch,9677137.0,Stand unbekannt
Himmelstadt,9677142.0,Stand unbekannt
Karbach (Unterfranken),9677146.0,Stand unbekannt
Karsbach,9677149.0,Stand unbekannt
Kreuzwertheim,9677151.0,Stand unbekannt
Lohr a.Main,9677155.0,Stand unbekannt
Mittelsinn,9677159.0,Stand unbekannt
Neuendorf (Unterfranken),9677164.0,Stand unbekannt
Neuhütten (Unterfranken),9677165.0,Stand unbekannt
Neustadt a.Main,9677166.0,Stand unbekannt
Obersinn,9677169.0,Stand unbekannt
Partenstein,9677170.0,Stand unbekannt
Rechtenbach,9677172.0,Stand unbekannt
Roden,9677178.0,Stand unbekannt
Rothenfels,9677181.0,Stand unbekannt
Schollbrunn,9677182.0,Stand unbekannt
Steinfeld (Unterfranken),9677186.0,Stand unbekannt
Thüngen,9677189.0,Stand unbekannt
Urspringen,9677193.0,Stand unbekannt
Wiesthal,9677200.0,Stand unbekannt
Zellingen,9677203.0,Stand unbekannt
Bergrheinfeld,9678115.0,Stand unbekannt
Dingolshausen,9678122.0,Stand unbekannt
Donnersdorf,9678124.0,Stand unbekannt
Frankenwinheim,9678130.0,Stand unbekannt
Gerolzhofen,9678134.0,Stand unbekannt
Gochsheim,9678135.0,Stand unbekannt
Grafenrheinfeld,9678136.0,Stand unbekannt
Grettstadt,9678138.0,Stand unbekannt
Michelau i.Steigerwald,9678157.0,Stand unbekannt
Niederwerrn,9678160.0,Stand unbekannt
Poppenhausen,9678168.0,Stand unbekannt
Röthlein,9678170.0,Stand unbekannt
Schwanfeld,9678175.0,Stand unbekannt
Sulzheim (Unterfranken),9678183.0,Stand unbekannt
Wasserlosen,9678192.0,Stand unbekannt
Werneck,9678193.0,Stand unbekannt
Wipfeld,9678196.0,Stand unbekannt
Aub,9679114.0,Stand unbekannt
Bergtheim,9679117.0,Stand unbekannt
Bieberehren,9679118.0,Stand unbekannt
Eisingen (Kreis Würzburg),9679126.0,Stand unbekannt
Erlabrunn,9679128.0,Stand unbekannt
Frickenhausen a.Main,9679131.0,Stand unbekannt
Gaukönigshofen,9679134.0,Stand unbekannt
Gelchsheim,9679135.0,Stand unbekannt
Gerbrunn,9679136.0,Stand unbekannt
Geroldshausen,9679137.0,Stand unbekannt
Greußenheim,9679141.0,Stand unbekannt
Güntersleben,9679142.0,Stand unbekannt
Hausen b.Würzburg,9679143.0,Stand unbekannt
Helmstadt,9679144.0,Stand unbekannt
Hettstadt,9679146.0,Stand unbekannt
Holzkirchen (Unterfranken),9679149.0,Stand unbekannt
Kirchheim (Unterfranken),9679153.0,Stand unbekannt
Kist,9679154.0,Stand unbekannt
Kleinrinderfeld,9679155.0,Stand unbekannt
Kürnach,9679156.0,Stand unbekannt
Margetshöchheim,9679161.0,Stand unbekannt
Neubrunn,9679164.0,Stand unbekannt
Altertheim,9679165.0,Stand unbekannt
Oberpleichfeld,9679169.0,Stand unbekannt
Randersacker,9679175.0,Stand unbekannt
Reichenberg (Unterfranken),9679176.0,Stand unbekannt
Remlingen,9679177.0,Stand unbekannt
Riedenheim,9679179.0,Stand unbekannt
Rimpar,9679180.0,Stand unbekannt
Röttingen,9679182.0,Stand unbekannt
Sommerhausen,9679187.0,Stand unbekannt
Sonderhofen,9679188.0,Stand unbekannt
Tauberrettersheim,9679192.0,Stand unbekannt
Theilheim,9679193.0,Stand unbekannt
Thüngersheim,9679194.0,Stand unbekannt
Uettingen,9679196.0,Stand unbekannt
Leinach,9679200.0,Stand unbekannt
Unterpleichfeld,9679201.0,Stand unbekannt
Waldbrunn (Unterfranken),9679204.0,Stand unbekannt
Winterhausen,9679206.0,Stand unbekannt
Zell a.Main,9679209.0,Stand unbekannt
Adelzhausen,9771111.0,Stand unbekannt
Affing,9771112.0,Stand unbekannt
Aichach,9771113.0,Stand unbekannt
Aindling,9771114.0,Stand unbekannt
Dasing,9771122.0,Stand unbekannt
Eurasburg (Schwaben),9771129.0,Stand unbekannt
Hollenbach,9771140.0,Stand unbekannt
Kissing,9771142.0,Stand unbekannt
Kühbach,9771144.0,Stand unbekannt
Merching,9771145.0,Stand unbekannt
Mering,9771146.0,Stand unbekannt
Obergriesbach,9771149.0,Stand unbekannt
Petersdorf,9771155.0,Stand unbekannt
Pöttmes,9771156.0,Stand unbekannt
Rehling,9771158.0,Stand unbekannt
Schiltberg,9771162.0,Stand unbekannt
Schmiechen,9771163.0,Stand unbekannt
Steindorf,9771168.0,Stand unbekannt
Todtenweis,9771169.0,Stand unbekannt
Baar (Schwaben),9771176.0,Stand unbekannt
Adelsried,9772111.0,Stand unbekannt
Allmannshofen,9772114.0,Stand unbekannt
Altenmünster,9772115.0,Stand unbekannt
Biberbach,9772121.0,Stand unbekannt
Bonstetten,9772126.0,Stand unbekannt
Diedorf,9772130.0,Stand unbekannt
Dinkelscherben,9772131.0,Stand unbekannt
Ellgau,9772136.0,Stand unbekannt
Emersacker,9772137.0,Stand unbekannt
Fischach,9772141.0,Stand unbekannt
Gablingen,9772145.0,Stand unbekannt
Gessertshausen,9772148.0,Stand unbekannt
Heretsried,9772156.0,Stand unbekannt
Horgau,9772159.0,Stand unbekannt
Kühlenthal,9772166.0,Stand unbekannt
Kutzenhausen,9772167.0,Stand unbekannt
Meitingen,9772177.0,Stand unbekannt
Mickhausen,9772178.0,Stand unbekannt
Neusäß,9772184.0,Stand unbekannt
Nordendorf,9772185.0,Stand unbekannt
Thierhaupten,9772207.0,Stand unbekannt
Ustersbach,9772211.0,Stand unbekannt
Welden,9772216.0,Stand unbekannt
Westendorf (Kreis Augsburg),9772217.0,Stand unbekannt
Zusmarshausen,9772223.0,Stand unbekannt
Aislingen,9773111.0,Stand unbekannt
Bachhagel,9773112.0,Stand unbekannt
Binswangen,9773116.0,Stand unbekannt
Bissingen,9773117.0,Stand unbekannt
Blindheim,9773119.0,Stand unbekannt
Buttenwiesen,9773122.0,Stand unbekannt
Glött,9773133.0,Stand unbekannt
Haunsheim,9773137.0,Stand unbekannt
Höchstädt a.d.Donau,9773139.0,Stand unbekannt
Holzheim (bei Dillingen an der Donau),9773140.0,Stand unbekannt
Laugna,9773143.0,Stand unbekannt
Lutzingen,9773146.0,Stand unbekannt
Mödingen,9773147.0,Stand unbekannt
Finningen,9773150.0,Stand unbekannt
Schwenningen (Donau),9773164.0,Stand unbekannt
Syrgenstein,9773170.0,Stand unbekannt
Villenbach,9773179.0,Stand unbekannt
Wertingen,9773182.0,Stand unbekannt
Wittislingen,9773183.0,Stand unbekannt
Ziertheim,9773186.0,Stand unbekannt
Zöschingen,9773187.0,Stand unbekannt
Zusamaltheim,9773188.0,Stand unbekannt
Aletshausen,9774111.0,Stand unbekannt
Balzhausen,9774115.0,Stand unbekannt
Ursberg,9774116.0,Stand unbekannt
Breitenthal (Schwaben),9774117.0,Stand unbekannt
Bubesheim,9774118.0,Stand unbekannt
Bibertal,9774119.0,Stand unbekannt
Burtenbach,9774122.0,Stand unbekannt
Deisenhausen,9774124.0,Stand unbekannt
Dürrlauingen,9774127.0,Stand unbekannt
Ebershausen,9774129.0,Stand unbekannt
Haldenwang (Kreis Günzburg),9774140.0,Stand unbekannt
Jettingen-Scheppach,9774144.0,Stand unbekannt
Kammeltal,9774145.0,Stand unbekannt
Kötz,9774148.0,Stand unbekannt
Krumbach (Schwaben),9774150.0,Stand unbekannt
Landensberg,9774151.0,Stand unbekannt
Leipheim,9774155.0,Stand unbekannt
Münsterhausen,9774160.0,Stand unbekannt
Neuburg a.d.Kammel,9774162.0,Stand unbekannt
Aichen,9774166.0,Stand unbekannt
Offingen,9774171.0,Stand unbekannt
Rettenbach (Kreis Günzburg),9774174.0,Stand unbekannt
Röfingen,9774178.0,Stand unbekannt
Thannhausen,9774185.0,Stand unbekannt
Wiesenbach (Schwaben),9774189.0,Stand unbekannt
Waltenhausen,9774192.0,Stand unbekannt
Winterbach (Schwaben),9774196.0,Stand unbekannt
Ziemetshausen,9774198.0,Stand unbekannt
Altenstadt (Iller),9775111.0,Stand unbekannt
Bellenberg,9775115.0,Stand unbekannt
Buch (Schwaben),9775118.0,Stand unbekannt
Holzheim (bei Neu-Ulm,9775126.0,Stand unbekannt
Nersingen,9775134.0,Stand unbekannt
Elchingen,9775139.0,Stand unbekannt
Osterberg,9775142.0,Stand unbekannt
Pfaffenhofen a.d.Roth,9775143.0,Stand unbekannt
Bodolz,9776111.0,Stand unbekannt
Gestratz,9776112.0,Stand unbekannt
Grünenbach,9776113.0,Stand unbekannt
Heimenkirch,9776114.0,Stand unbekannt
Hergensweiler,9776115.0,Stand unbekannt
Lindau (Bodensee),9776116.0,Stand unbekannt
Lindenberg i.Allgäu,9776117.0,Stand unbekannt
Maierhöfen,9776118.0,Stand unbekannt
Nonnenhorn,9776120.0,Stand unbekannt
Opfenbach,9776122.0,Stand unbekannt
Röthenbach (Allgäu),9776124.0,Stand unbekannt
Scheidegg,9776125.0,Stand unbekannt
Sigmarszell,9776126.0,Stand unbekannt
Stiefenhofen,9776127.0,Stand unbekannt
Weißensberg,9776130.0,Stand unbekannt
Hergatz,9776131.0,Stand unbekannt
Aitrang,9777111.0,Stand unbekannt
Biessenhofen,9777112.0,Stand unbekannt
Baisweil,9777114.0,Stand unbekannt
Bidingen,9777118.0,Stand unbekannt
Eisenberg,9777125.0,Stand unbekannt
Friesenried,9777128.0,Stand unbekannt
Germaringen,9777130.0,Stand unbekannt
Görisried,9777131.0,Stand unbekannt
Hopferau,9777135.0,Stand unbekannt
Günzach,9777138.0,Stand unbekannt
Kaltental,9777141.0,Stand unbekannt
Kraftisried,9777144.0,Stand unbekannt
Lechbruck am See,9777147.0,Stand unbekannt
Lengenwang,9777149.0,Stand unbekannt
Marktoberdorf,9777151.0,Stand unbekannt
Mauerstetten,9777152.0,Stand unbekannt
Nesselwang,9777153.0,Stand unbekannt
Obergünzburg,9777154.0,Stand unbekannt
Oberostendorf,9777155.0,Stand unbekannt
Osterzell,9777157.0,Stand unbekannt
Rieden am Forggensee,9777163.0,Stand unbekannt
Ronsberg,9777165.0,Stand unbekannt
Ruderatshofen,9777167.0,Stand unbekannt
Rückholz,9777168.0,Stand unbekannt
Schwangau,9777169.0,Stand unbekannt
Seeg,9777170.0,Stand unbekannt
Stötten a.Auerberg,9777171.0,Stand unbekannt
Stöttwang,9777172.0,Stand unbekannt
Halblech,9777173.0,Stand unbekannt
Unterthingau,9777175.0,Stand unbekannt
Untrasried,9777176.0,Stand unbekannt
Wald (Schwaben),9777179.0,Stand unbekannt
Westendorf (Kreis Ostallgäu,9777182.0,Stand unbekannt
Rettenbach a.Auerberg,9777183.0,Stand unbekannt
Apfeltrach,9778113.0,Stand unbekannt
Babenhausen (Schwaben),9778115.0,Stand unbekannt
Bad Wörishofen,9778116.0,Stand unbekannt
Benningen,9778118.0,Stand unbekannt
Böhen,9778119.0,Stand unbekannt
Boos (Schwaben),9778120.0,Stand unbekannt
Breitenbrunn (Schwaben),9778121.0,Stand unbekannt
Buxheim (Schwaben),9778123.0,Stand unbekannt
Dirlewang,9778127.0,Stand unbekannt
Eppishausen,9778134.0,Stand unbekannt
Erkheim,9778136.0,Stand unbekannt
Ettringen (Wertach),9778137.0,Stand unbekannt
Fellheim,9778139.0,Stand unbekannt
Bad Grönenbach,9778144.0,Stand unbekannt
Hawangen,9778149.0,Stand unbekannt
Heimertingen,9778150.0,Stand unbekannt
Holzgünz,9778151.0,Stand unbekannt
Kirchheim i.Schw.,9778158.0,Stand unbekannt
Kronburg,9778161.0,Stand unbekannt
Lachen,9778162.0,Stand unbekannt
Lauben (Kreis Unterallgäu),9778163.0,Stand unbekannt
Lautrach,9778164.0,Stand unbekannt
Legau,9778165.0,Stand unbekannt
Markt Rettenbach,9778168.0,Stand unbekannt
Markt Wald,9778169.0,Stand unbekannt
Memmingerberg,9778171.0,Stand unbekannt
Niederrieden,9778177.0,Stand unbekannt
Kammlach,9778180.0,Stand unbekannt
Oberrieden,9778183.0,Stand unbekannt
Oberschönegg,9778184.0,Stand unbekannt
Ottobeuren,9778186.0,Stand unbekannt
Pfaffenhausen,9778187.0,Stand unbekannt
Pleß,9778188.0,Stand unbekannt
Salgen,9778190.0,Stand unbekannt
Stetten (Schwaben),9778199.0,Stand unbekannt
Trunkelsberg,9778202.0,Stand unbekannt
Türkheim,9778203.0,Stand unbekannt
Tussenhausen,9778204.0,Stand unbekannt
Ungerhausen,9778205.0,Stand unbekannt
Unteregg,9778207.0,Stand unbekannt
Rammingen (Bayern),9778209.0,Stand unbekannt
Westerheim (Schwaben),9778214.0,Stand unbekannt
Wiedergeltingen,9778216.0,Stand unbekannt
Wolfertschwenden,9778218.0,Stand unbekannt
Kettershausen,9778221.0,Stand unbekannt
Alerheim,9779111.0,Stand unbekannt
Amerdingen,9779112.0,Stand unbekannt
Asbach-Bäumenheim,9779115.0,Stand unbekannt
Auhausen,9779117.0,Stand unbekannt
Daiting,9779129.0,Stand unbekannt
Deiningen,9779130.0,Stand unbekannt
Ederheim,9779136.0,Stand unbekannt
Forheim,9779146.0,Stand unbekannt
Fünfstetten,9779148.0,Stand unbekannt
Hainsfarth,9779154.0,Stand unbekannt
Hohenaltheim,9779162.0,Stand unbekannt
Huisheim,9779167.0,Stand unbekannt
Kaisheim,9779169.0,Stand unbekannt
Marxheim,9779178.0,Stand unbekannt
Megesheim,9779180.0,Stand unbekannt
Mertingen,9779181.0,Stand unbekannt
Mönchsdeggingen,9779184.0,Stand unbekannt
Möttingen,9779185.0,Stand unbekannt
Monheim,9779186.0,Stand unbekannt
Munningen,9779188.0,Stand unbekannt
Oettingen i.Bay.,9779197.0,Stand unbekannt
Otting,9779198.0,Stand unbekannt
Reimlingen,9779203.0,Stand unbekannt
Rögling,9779206.0,Stand unbekannt
Tagmersheim,9779217.0,Stand unbekannt
Wechingen,9779226.0,Stand unbekannt
Wemding,9779228.0,Stand unbekannt
Wolferstadt,9779231.0,Stand unbekannt
Altusried,9780112.0,Stand unbekannt
Balderschwang,9780113.0,Stand unbekannt
Bolsterlang,9780116.0,Stand unbekannt
Buchenberg,9780117.0,Stand unbekannt
Haldenwang (Kreis Oberallgäu),9780122.0,Stand unbekannt
Lauben (Kreis Oberallgäu),9780125.0,Stand unbekannt
Missen-Wilhams,9780127.0,Stand unbekannt
Obermaiselstein,9780131.0,Stand unbekannt
Oberstaufen,9780132.0,Stand unbekannt
Ofterschwang,9780134.0,Stand unbekannt
Waltenhofen,9780143.0,Stand unbekannt
Weitnau,9780144.0,Stand unbekannt
Wertach,9780145.0,Stand unbekannt
Wiggensbach,9780146.0,Stand unbekannt
Friedrichsthal,10041511.0,Stand unbekannt
Großrosseln,10041512.0,Stand unbekannt
Heusweiler,10041513.0,Stand unbekannt
Kleinblittersdorf,10041514.0,Stand unbekannt
Riegelsberg,10041517.0,Stand unbekannt
Mettlach,10042114.0,Stand unbekannt
Eppelborn,10043111.0,Stand unbekannt
Neunkirchen,10043114.0,Stand unbekannt
Schiffweiler,10043116.0,Stand unbekannt
Spiesen-Elversberg,10043117.0,Stand unbekannt
Lebach,10044112.0,Stand unbekannt
Nalbach,10044113.0,Stand unbekannt
Schmelz,10044117.0,Stand unbekannt
Ahrensfelde,12060005.0,Stand unbekannt
Althüttendorf,12060012.0,Stand unbekannt
Britz,12060036.0,Stand unbekannt
Chorin,12060045.0,Stand unbekannt
Friedrichswalde,12060068.0,Stand unbekannt
Hohenfinow,12060092.0,Stand unbekannt
Joachimsthal,12060100.0,Stand unbekannt
Liepe,12060128.0,Stand unbekannt
Lunow-Stolzenhagen,12060149.0,Stand unbekannt
Niederfinow,12060172.0,Stand unbekannt
Oderberg,12060176.0,Stand unbekannt
Parsteinsee,12060185.0,Stand unbekannt
Ziethen (Kreis Barnim),12060296.0,Stand unbekannt
Alt Zauche-Wußwerk,12061005.0,Stand unbekannt
Bersteland,12061017.0,Stand unbekannt
Byhleguhre-Byhlen,12061061.0,Stand unbekannt
Drahnsdorf,12061097.0,Stand unbekannt
Golßen,12061164.0,Stand unbekannt
Groß Köris,12061192.0,Stand unbekannt
Halbe,12061216.0,Stand unbekannt
Jamlitz,12061224.0,Stand unbekannt
Kasel-Golzig,12061244.0,Stand unbekannt
Krausnick-Groß Wasserburg,12061265.0,Stand unbekannt
Lieberose,12061308.0,Stand unbekannt
Luckau,12061320.0,Stand unbekannt
Märkisch Buchholz,12061328.0,Stand unbekannt
Märkische Heide,12061329.0,Stand unbekannt
Mittenwalde,12061332.0,Stand unbekannt
Münchehofe,12061344.0,Stand unbekannt
Neu Zauche,12061352.0,Stand unbekannt
Rietzneuendorf-Staakow,12061405.0,Stand unbekannt
Schlepzig,12061428.0,Stand unbekannt
Schönwald (Brandenburg),12061435.0,Stand unbekannt
Schwerin (Brandenburg),12061448.0,Stand unbekannt
Schwielochsee,12061450.0,Stand unbekannt
Spreewaldheide,12061470.0,Stand unbekannt
Steinreich,12061471.0,Stand unbekannt
Straupitz (Spreewald),12061476.0,Stand unbekannt
Teupitz,12061492.0,Stand unbekannt
Unterspreewald,12061510.0,Stand unbekannt
Crinitz,12062088.0,Stand unbekannt
Fichtwald,12062134.0,Stand unbekannt
Gorden-Staupitz,12062177.0,Stand unbekannt
Gröden,12062196.0,Stand unbekannt
Großthiemig,12062208.0,Stand unbekannt
Hirschfeld,12062232.0,Stand unbekannt
Hohenbucko,12062237.0,Stand unbekannt
Hohenleipisch,12062240.0,Stand unbekannt
Kremitzaue,12062282.0,Stand unbekannt
Lebusa,12062289.0,Stand unbekannt
Lichterfeld-Schacksdorf,12062293.0,Stand unbekannt
Massen-Niederlausitz,12062333.0,Stand unbekannt
Merzdorf,12062336.0,Stand unbekannt
Plessa,12062372.0,Stand unbekannt
Röderland,12062410.0,Stand unbekannt
Sallgast,12062425.0,Stand unbekannt
Schlieben,12062445.0,Stand unbekannt
Schönewalde,12062461.0,Stand unbekannt
Schraden,12062464.0,Stand unbekannt
Sonnewalde,12062469.0,Stand unbekannt
Friesack,12063088.0,Stand unbekannt
Gollenberg (Kreis Havelland),12063094.0,Stand unbekannt
Großderschau,12063112.0,Stand unbekannt
Havelaue,12063134.0,Stand unbekannt
Wiesenaue,12063142.0,Stand unbekannt
Ketzin/Havel,12063148.0,Stand unbekannt
Kleßen-Görne,12063161.0,Stand unbekannt
Milower Land,12063189.0,Stand unbekannt
Mühlenberge,12063202.0,Stand unbekannt
Paulinenaue,12063228.0,Stand unbekannt
Pessin,12063240.0,Stand unbekannt
Retzow,12063256.0,Stand unbekannt
Rhinow,12063260.0,Stand unbekannt
Schönwalde-Glien,12063273.0,Stand unbekannt
Seeblick,12063274.0,Stand unbekannt
Alt Tucheband,12064009.0,Stand unbekannt
Altlandsberg,12064029.0,Stand unbekannt
Bad Freienwalde (Oder),12064044.0,Stand unbekannt
Beiersdorf-Freudenberg,12064053.0,Stand unbekannt
Bleyen-Genschmar,12064057.0,Stand unbekannt
Bliesdorf,12064061.0,Stand unbekannt
Buckow (Märkische Schweiz),12064084.0,Stand unbekannt
Falkenberg (Mark),12064125.0,Stand unbekannt
Fredersdorf-Vogelsdorf,12064136.0,Stand unbekannt
Garzau-Garzin,12064153.0,Stand unbekannt
Golzow (Oderbruch),12064172.0,Stand unbekannt
Heckelberg-Brunow,12064205.0,Stand unbekannt
Höhenland,12064222.0,Stand unbekannt
Hoppegarten,12064227.0,Stand unbekannt
Küstriner Vorland,12064266.0,Stand unbekannt
Lebus,12064268.0,Stand unbekannt
Märkische Höhe,12064303.0,Stand unbekannt
Müncheberg,12064317.0,Stand unbekannt
Neulewin,12064349.0,Stand unbekannt
Neutrebbin,12064365.0,Stand unbekannt
